City,Resource,Year,Month,Usage
Sungai Petani,Fuel,2024,2,17099.41
Sungai Petani,Fuel,2024,3,20052.11
Sungai Petani,Fuel,2024,4,16193.94
Sungai Petani,Fuel,2024,5,15475.38
Sungai Petani,Fuel,2024,6,18510.11
Sungai Petani,Fuel,2024,7,17706.48
Sungai Petani,Fuel,2024,8,14470.94
Sungai Petani,Fuel,2024,9,19034.95
Sungai Petani,Fuel,2024,10,16624.68
Sungai Petani,Fuel,2024,11,16462.19
Sungai Petani,Fuel,2024,12,16801.98
Sungai Petani,Fuel,2025,1,16242.42
Sungai Petani,Fuel,2025,2,15334.69
Sungai Petani,Fuel,2025,3,18698.17
Kota Bharu,Water,2020,1,10499.41
Kota Bharu,Water,2020,2,9243.6
Kota Bharu,Water,2020,3,11230.51
Kota Bharu,Water,2020,4,9247.57
Kota Bharu,Water,2020,5,11139.46
Kota Bharu,Water,2020,6,11094.24
Kota Bharu,Water,2020,7,9745.5
Kota Bharu,Water,2020,8,9660.2
Kota Bharu,Water,2020,9,10599.15
Kota Bharu,Water,2020,10,9395.27
Kota Bharu,Water,2020,11,9635.19
Kota Bharu,Water,2020,12,11771.67
Kota Bharu,Water,2021,1,10324.87
Kota Bharu,Water,2021,2,10059.72
Kota Bharu,Water,2021,3,11022.41
Kota Bharu,Water,2021,4,10046.39
Kota Bharu,Water,2021,5,9469.77
Kota Bharu,Water,2021,6,11043.8
Kota Bharu,Water,2021,7,9736.52
Kota Bharu,Water,2021,8,10463.38
Kota Bharu,Water,2021,9,10994.07
Kota Bharu,Water,2021,10,10526.43
Kota Bharu,Water,2021,11,9479.3
Kota Bharu,Water,2021,12,11483.16
Kota Bharu,Water,2022,1,10345.49
Kota Bharu,Water,2022,2,9012.05
Kota Bharu,Water,2022,3,10465.54
Kota Bharu,Water,2022,4,10391.14
Kota Bharu,Water,2022,5,10148.36
Kota Bharu,Water,2022,6,11079.4
Kota Bharu,Water,2022,7,10155.57
Kota Bharu,Water,2022,8,10022.12
Kota Bharu,Water,2022,9,10133.81
Kota Bharu,Water,2022,10,9620.9
Kota Bharu,Water,2022,11,9455.74
Kota Bharu,Water,2022,12,11279.5
Kota Bharu,Water,2023,1,10052.56
Kota Bharu,Water,2023,2,10182.28
Kota Bharu,Water,2023,3,11014.43
Kota Bharu,Water,2023,4,9603.7
Kota Bharu,Water,2023,5,10205.84
Kota Bharu,Water,2023,6,10312.13
Kota Bharu,Water,2023,7,9529.02
Kota Bharu,Water,2023,8,10581.81
Kota Bharu,Water,2023,9,11090.01
Kota Bharu,Water,2023,10,9388.49
Kota Bharu,Water,2023,11,9975.67
Kota Bharu,Water,2023,12,10895.29
Kota Bharu,Water,2024,1,9864.4
Kota Bharu,Water,2024,2,9746.78
Kota Bharu,Water,2024,3,9929.04
Kota Bharu,Water,2024,4,9821.79
Kota Bharu,Water,2024,5,9637.82
Kota Bharu,Water,2024,6,11135.46
Kota Bharu,Water,2024,7,9241.63
Kota Bharu,Water,2024,8,9486.13
Kota Bharu,Water,2024,9,11298.56
Kota Bharu,Water,2024,10,9795.69
Kota Bharu,Water,2024,11,9335.54
Kota Bharu,Water,2024,12,11356.32
Kota Bharu,Water,2025,1,10787.45
Kota Bharu,Water,2025,2,9140.04
Kota Bharu,Water,2025,3,10049.88
Kota Bharu,Electricity,2020,1,25139.3
Kota Bharu,Electricity,2020,2,24753.31
Kota Bharu,Electricity,2020,3,26705.1
Kota Bharu,Electricity,2020,4,24893.81
Kota Bharu,Electricity,2020,5,25104.76
Kota Bharu,Electricity,2020,6,26970.02
Kota Bharu,Electricity,2020,7,25566.86
Kota Bharu,Electricity,2020,8,25696.73
Kota Bharu,Electricity,2020,9,25296.42
Kota Bharu,Electricity,2020,10,24020.24
Kota Bharu,Electricity,2020,11,24337.49
Kota Bharu,Electricity,2020,12,28036.59
Kota Bharu,Electricity,2021,1,23768.54
Kota Bharu,Electricity,2021,2,25068.18
Kota Bharu,Electricity,2021,3,27017.11
Kota Bharu,Electricity,2021,4,26176.86
Kota Bharu,Electricity,2021,5,26176.65
Kota Bharu,Electricity,2021,6,28422.87
Kota Bharu,Electricity,2021,7,25765.34
Kota Bharu,Electricity,2021,8,26139.34
Kota Bharu,Electricity,2021,9,25312.07
Kota Bharu,Electricity,2021,10,23392.62
Kota Bharu,Electricity,2021,11,23954.26
Kota Bharu,Electricity,2021,12,28841.79
Kota Bharu,Electricity,2022,1,24361.4
Kota Bharu,Electricity,2022,2,25518.65
Kota Bharu,Electricity,2022,3,27019.56
Kota Bharu,Electricity,2022,4,26310.93
Kota Bharu,Electricity,2022,5,24980.1
Kota Bharu,Electricity,2022,6,27830.63
Kota Bharu,Electricity,2022,7,24179.24
Kota Bharu,Electricity,2022,8,25409.47
Kota Bharu,Electricity,2022,9,30551.02
Kota Bharu,Electricity,2022,10,26353.66
Kota Bharu,Electricity,2022,11,24173.85
Kota Bharu,Electricity,2022,12,27924.75
Kota Bharu,Electricity,2023,1,24253.08
Kota Bharu,Electricity,2023,2,24750.18
Kota Bharu,Electricity,2023,3,28114.36
Kota Bharu,Electricity,2023,4,24323.01
Kota Bharu,Electricity,2023,5,24381.58
Kota Bharu,Electricity,2023,6,28310.97
Kota Bharu,Electricity,2023,7,27414.1
Kota Bharu,Electricity,2023,8,25402.85
Kota Bharu,Electricity,2023,9,29346.78
Kota Bharu,Electricity,2023,10,25103.94
Kota Bharu,Electricity,2023,11,24042.76
Kota Bharu,Electricity,2023,12,26932.17
Kota Bharu,Electricity,2024,1,24496.71
Kota Bharu,Electricity,2024,2,26253.84
Kota Bharu,Electricity,2024,3,30154.93
Kota Bharu,Electricity,2024,4,25647.31
Kota Bharu,Electricity,2024,5,24861.69
Kota Bharu,Electricity,2024,6,28353.82
Kota Bharu,Electricity,2024,7,26669.12
Kota Bharu,Electricity,2024,8,24503.38
Kota Bharu,Electricity,2024,9,27441.96
Kota Bharu,Electricity,2024,10,26895.25
Kota Bharu,Electricity,2024,11,24966.72
Kota Bharu,Electricity,2024,12,28601.42
Kota Bharu,Electricity,2025,1,24382.63
Kota Bharu,Electricity,2025,2,26335.13
Kota Bharu,Electricity,2025,3,27289.46
Kota Bharu,Fuel,2020,1,17922.66
Kota Bharu,Fuel,2020,2,18201.34
Kota Bharu,Fuel,2020,3,19485.34
Kota Bharu,Fuel,2020,4,19105.49
Kota Bharu,Fuel,2020,5,17325.28
Kota Bharu,Fuel,2020,6,18208.64
Kota Bharu,Fuel,2020,7,17453.62
Kota Bharu,Fuel,2020,8,17471.78
Kota Bharu,Fuel,2020,9,21006.36
Kota Bharu,Fuel,2020,10,17539.69
Kota Bharu,Fuel,2020,11,18731.62
Kota Bharu,Fuel,2020,12,18797.74
Kota Bharu,Fuel,2021,1,18091.41
Kota Bharu,Fuel,2021,2,17732.98
Kota Bharu,Fuel,2021,3,21699.41
Kota Bharu,Fuel,2021,4,18265.01
Kota Bharu,Fuel,2021,5,18452.6
Kota Bharu,Fuel,2021,6,20785.15
Kota Bharu,Fuel,2021,7,17708.7
Kota Bharu,Fuel,2021,8,19148.07
Kota Bharu,Fuel,2021,9,19984.82
Kota Bharu,Fuel,2021,10,17916.43
Kota Bharu,Fuel,2021,11,17332.27
Kota Bharu,Fuel,2021,12,20019.21
Kota Bharu,Fuel,2022,1,18828.06
Kota Bharu,Fuel,2022,2,17108.43
Kota Bharu,Fuel,2022,3,20643.24
Kota Bharu,Fuel,2022,4,17109.56
Kota Bharu,Fuel,2022,5,18975.76
Kota Bharu,Fuel,2022,6,20947.83
Kota Bharu,Fuel,2022,7,19554.17
Kota Bharu,Fuel,2022,8,17665.03
Kota Bharu,Fuel,2022,9,19644.82
Kota Bharu,Fuel,2022,10,18808.68
Kota Bharu,Fuel,2022,11,18196.42
Kota Bharu,Fuel,2022,12,20000.98
Kota Bharu,Fuel,2023,1,19124.44
Kota Bharu,Fuel,2023,2,18197.45
Kota Bharu,Fuel,2023,3,20504.37
Kota Bharu,Fuel,2023,4,17511.12
Kota Bharu,Fuel,2023,5,18105.43
Kota Bharu,Fuel,2023,6,18890.35
Kota Bharu,Fuel,2023,7,16129.96
Kota Bharu,Fuel,2023,8,17872.53
Kota Bharu,Fuel,2023,9,19763.67
Kota Bharu,Fuel,2023,10,17476.2
Kota Bharu,Fuel,2023,11,18402.14
Kota Bharu,Fuel,2023,12,21120.56
Kota Bharu,Fuel,2024,1,18714.59
Kota Bharu,Fuel,2024,2,17969.04
Kota Bharu,Fuel,2024,3,18037.02
Kota Bharu,Fuel,2024,4,17953.45
Kota Bharu,Fuel,2024,5,19293.01
Kota Bharu,Fuel,2024,6,19902.03
Kota Bharu,Fuel,2024,7,17389.18
Kota Bharu,Fuel,2024,8,17188.12
Kota Bharu,Fuel,2024,9,19850.06
Kota Bharu,Fuel,2024,10,17896.64
Kota Bharu,Fuel,2024,11,19402.45
Kota Bharu,Fuel,2024,12,20420.14
Kota Bharu,Fuel,2025,1,18658.54
Kota Bharu,Fuel,2025,2,17826.53
Kota Bharu,Fuel,2025,3,18864.75
Melaka City,Water,2020,1,11147.16
Melaka City,Water,2020,2,11002.35
Melaka City,Water,2020,3,11883.78
Melaka City,Water,2020,4,11133.44
Melaka City,Water,2020,5,11009.08
Melaka City,Water,2020,6,11629.72
Melaka City,Water,2020,7,12017.65
Melaka City,Water,2020,8,10524.36
Melaka City,Water,2020,9,11876.01
Melaka City,Water,2020,10,10744.5
Melaka City,Water,2020,11,11237.25
Melaka City,Water,2020,12,11541.11
Melaka City,Water,2021,1,9965.57
Melaka City,Water,2021,2,9912.87
Melaka City,Water,2021,3,11334.87
Melaka City,Water,2021,4,10247.11
Melaka City,Water,2021,5,12853.51
Melaka City,Water,2021,6,12103.26
Melaka City,Water,2021,7,11372.16
Melaka City,Water,2021,8,11199.69
Melaka City,Water,2021,9,12474.27
Melaka City,Water,2021,10,10447.94
Melaka City,Water,2021,11,10538.35
Melaka City,Water,2021,12,12129.34
Melaka City,Water,2022,1,11649.48
Melaka City,Water,2022,2,9534.98
Melaka City,Water,2022,3,11928.68
Melaka City,Water,2022,4,10686.85
Melaka City,Water,2022,5,11662.78
Melaka City,Water,2022,6,12018.52
Melaka City,Water,2022,7,11135.62
Melaka City,Water,2022,8,10776.44
Melaka City,Water,2022,9,12614.21
Melaka City,Water,2022,10,10628.97
Melaka City,Water,2022,11,11866.33
Melaka City,Water,2022,12,11288.91
Melaka City,Water,2023,1,10755.56
Melaka City,Water,2023,2,10735.81
Melaka City,Water,2023,3,11709.9
Melaka City,Water,2023,4,11688.89
Melaka City,Water,2023,5,10465.34
Melaka City,Water,2023,6,11215.03
Melaka City,Water,2023,7,10957.62
Melaka City,Water,2023,8,12031.65
Melaka City,Water,2023,9,12162.75
Melaka City,Water,2023,10,11719.28
Melaka City,Water,2023,11,10984.99
Melaka City,Water,2023,12,11895.07
Melaka City,Water,2024,1,10881.31
Melaka City,Water,2024,2,10139.6
Melaka City,Water,2024,3,11523.47
Melaka City,Water,2024,4,10690.4
Melaka City,Water,2024,5,11413.08
Melaka City,Water,2024,6,12074.28
Melaka City,Water,2024,7,10148.05
Melaka City,Water,2024,8,11119.37
Melaka City,Water,2024,9,11859.21
Melaka City,Water,2024,10,10340.35
Melaka City,Water,2024,11,10042.55
Melaka City,Water,2024,12,12026.86
Melaka City,Water,2025,1,11007.61
Melaka City,Water,2025,2,10663.87
Melaka City,Water,2025,3,12711.01
Melaka City,Electricity,2020,1,28907.98
Melaka City,Electricity,2020,2,26158.22
Melaka City,Electricity,2020,3,31532.97
Melaka City,Electricity,2020,4,29544.47
Melaka City,Electricity,2020,5,26989.69
Melaka City,Electricity,2020,6,28904.37
Melaka City,Electricity,2020,7,30086.47
Melaka City,Electricity,2020,8,28245.88
Melaka City,Electricity,2020,9,29064.11
Melaka City,Electricity,2020,10,24943.8
Melaka City,Electricity,2020,11,27740.89
Melaka City,Electricity,2020,12,31706.03
Melaka City,Electricity,2021,1,26260.51
Melaka City,Electricity,2021,2,28775.27
Melaka City,Electricity,2021,3,28578.95
Melaka City,Electricity,2021,4,29949.22
Melaka City,Electricity,2021,5,28082.24
Melaka City,Electricity,2021,6,29721.79
Melaka City,Electricity,2021,7,29291.65
Melaka City,Electricity,2021,8,24893.69
Melaka City,Electricity,2021,9,31718.69
Melaka City,Electricity,2021,10,29555.43
Melaka City,Electricity,2021,11,29732.63
Melaka City,Electricity,2021,12,26302.08
Melaka City,Electricity,2022,1,28457.22
Melaka City,Electricity,2022,2,25325.91
Melaka City,Electricity,2022,3,30164.08
Melaka City,Electricity,2022,4,25445.91
Melaka City,Electricity,2022,5,25486.58
Melaka City,Electricity,2022,6,28840.76
Melaka City,Electricity,2022,7,28404.63
Melaka City,Electricity,2022,8,28804.92
Melaka City,Electricity,2022,9,28976.69
Melaka City,Electricity,2022,10,28004.59
Melaka City,Electricity,2022,11,29383.85
Melaka City,Electricity,2022,12,30363.45
Melaka City,Electricity,2023,1,27455.04
Melaka City,Electricity,2023,2,27135.36
Melaka City,Electricity,2023,3,30468.31
Melaka City,Electricity,2023,4,29311.7
Melaka City,Electricity,2023,5,28010.29
Melaka City,Electricity,2023,6,30668.45
Melaka City,Electricity,2023,7,29487.97
Melaka City,Electricity,2023,8,29489.69
Melaka City,Electricity,2023,9,29086.62
Melaka City,Electricity,2023,10,29177.85
Melaka City,Electricity,2023,11,26929.02
Melaka City,Electricity,2023,12,32939.03
Melaka City,Electricity,2024,1,27851.68
Melaka City,Electricity,2024,2,25561.73
Melaka City,Electricity,2024,3,31437.44
Melaka City,Electricity,2024,4,26904.41
Melaka City,Electricity,2024,5,27617.93
Melaka City,Electricity,2024,6,29508.49
Melaka City,Electricity,2024,7,28220.55
Melaka City,Electricity,2024,8,30716.95
Melaka City,Electricity,2024,9,29456.76
Melaka City,Electricity,2024,10,29481.27
Melaka City,Electricity,2024,11,28679.92
Melaka City,Electricity,2024,12,30673.09
Melaka City,Electricity,2025,1,28175.03
Melaka City,Electricity,2025,2,26934.38
Melaka City,Electricity,2025,3,29946.68
Melaka City,Fuel,2020,1,18391.32
Melaka City,Fuel,2020,2,18420.02
Melaka City,Fuel,2020,3,22203.46
Melaka City,Fuel,2020,4,19137.77
Melaka City,Fuel,2020,5,18427.48
Melaka City,Fuel,2020,6,21822.12
Melaka City,Fuel,2020,7,20153.66
Melaka City,Fuel,2020,8,20035.58
Melaka City,Fuel,2020,9,22307.2
Melaka City,Fuel,2020,10,17572.19
Melaka City,Fuel,2020,11,17846.8
Melaka City,Fuel,2020,12,20880.58
Melaka City,Fuel,2021,1,19600.46
Melaka City,Fuel,2021,2,19884.62
Melaka City,Fuel,2021,3,20902.51
Melaka City,Fuel,2021,4,19597.67
Melaka City,Fuel,2021,5,19303.0
Melaka City,Fuel,2021,6,22678.58
Melaka City,Fuel,2021,7,20253.98
Melaka City,Fuel,2021,8,20902.8
Melaka City,Fuel,2021,9,22238.41
Melaka City,Fuel,2021,10,19244.33
Melaka City,Fuel,2021,11,19819.64
Melaka City,Fuel,2021,12,22845.92
Melaka City,Fuel,2022,1,20768.64
Melaka City,Fuel,2022,2,18628.1
Melaka City,Fuel,2022,3,21959.67
Melaka City,Fuel,2022,4,21349.38
Melaka City,Fuel,2022,5,20606.39
Melaka City,Fuel,2022,6,20774.45
Melaka City,Fuel,2022,7,19447.85
Melaka City,Fuel,2022,8,19459.12
Melaka City,Fuel,2022,9,23165.14
Melaka City,Fuel,2022,10,21059.79
Melaka City,Fuel,2022,11,19348.6
Melaka City,Fuel,2022,12,20153.15
Melaka City,Fuel,2023,1,21040.66
Melaka City,Fuel,2023,2,19292.63
Melaka City,Fuel,2023,3,21772.42
Melaka City,Fuel,2023,4,19044.91
Melaka City,Fuel,2023,5,21625.39
Melaka City,Fuel,2023,6,21322.01
Melaka City,Fuel,2023,7,19241.84
Melaka City,Fuel,2023,8,18409.05
Melaka City,Fuel,2023,9,20280.83
Melaka City,Fuel,2023,10,21013.72
Melaka City,Fuel,2023,11,19398.77
Melaka City,Fuel,2023,12,21569.05
Melaka City,Fuel,2024,1,19168.64
Melaka City,Fuel,2024,2,19671.89
Melaka City,Fuel,2024,3,20461.18
Melaka City,Fuel,2024,4,19927.01
Melaka City,Fuel,2024,5,19841.68
Melaka City,Fuel,2024,6,21708.79
Melaka City,Fuel,2024,7,19926.98
Melaka City,Fuel,2024,8,20070.92
Melaka City,Fuel,2024,9,21017.11
Melaka City,Fuel,2024,10,21143.76
Melaka City,Fuel,2024,11,21125.76
Melaka City,Fuel,2024,12,22119.3
Melaka City,Fuel,2025,1,20079.49
Melaka City,Fuel,2025,2,19370.88
Melaka City,Fuel,2025,3,21213.64
Seremban,Water,2020,1,9448.06
Seremban,Water,2020,2,9769.97
Seremban,Water,2020,3,11022.5
Seremban,Water,2020,4,10119.46
Seremban,Water,2020,5,10676.05
Seremban,Water,2020,6,11102.76
Seremban,Water,2020,7,10111.32
Seremban,Water,2020,8,10572.02
Seremban,Water,2020,9,10689.53
Seremban,Water,2020,10,10122.25
Seremban,Water,2020,11,9573.85
Seremban,Water,2020,12,10449.85
Seremban,Water,2021,1,10651.73
Seremban,Water,2021,2,10140.64
Seremban,Water,2021,3,10557.1
Seremban,Water,2021,4,9672.74
Seremban,Water,2021,5,10169.83
Seremban,Water,2021,6,11061.9
Seremban,Water,2021,7,9379.03
Seremban,Water,2021,8,10061.52
Seremban,Water,2021,9,10252.35
Seremban,Water,2021,10,10914.97
Seremban,Water,2021,11,10103.15
Seremban,Water,2021,12,11145.62
Seremban,Water,2022,1,10202.5
Seremban,Water,2022,2,10349.88
Seremban,Water,2022,3,11349.6
Seremban,Water,2022,4,10374.95
Seremban,Water,2022,5,10190.76
Seremban,Water,2022,6,11031.31
Seremban,Water,2022,7,9714.12
Seremban,Water,2022,8,9450.05
Seremban,Water,2022,9,11142.02
Seremban,Water,2022,10,9925.94
Seremban,Water,2022,11,10745.24
Seremban,Water,2022,12,11327.19
Seremban,Water,2023,1,9971.76
Seremban,Water,2023,2,9601.64
Seremban,Water,2023,3,10776.86
Seremban,Water,2023,4,10048.25
Seremban,Water,2023,5,10375.89
Seremban,Water,2023,6,10961.62
Seremban,Water,2023,7,10757.93
Seremban,Water,2023,8,10431.95
Seremban,Water,2023,9,11246.75
Seremban,Water,2023,10,10068.46
Seremban,Water,2023,11,9916.73
Seremban,Water,2023,12,11431.14
Seremban,Water,2024,1,9852.79
Seremban,Water,2024,2,10422.28
Seremban,Water,2024,3,10017.92
Seremban,Water,2024,4,9789.45
Seremban,Water,2024,5,9701.52
Seremban,Water,2024,6,10941.94
Seremban,Water,2024,7,10514.07
Seremban,Water,2024,8,10466.82
Seremban,Water,2024,9,11816.07
Seremban,Water,2024,10,8492.54
Seremban,Water,2024,11,10520.68
Seremban,Water,2024,12,10831.27
Seremban,Water,2025,1,9743.64
Seremban,Water,2025,2,10080.51
Seremban,Water,2025,3,10265.59
Seremban,Electricity,2020,1,23127.51
Seremban,Electricity,2020,2,22787.83
Seremban,Electricity,2020,3,26697.86
Seremban,Electricity,2020,4,26877.8
Seremban,Electricity,2020,5,23107.3
Seremban,Electricity,2020,6,30130.27
Seremban,Electricity,2020,7,24803.07
Seremban,Electricity,2020,8,24227.79
Seremban,Electricity,2020,9,27334.76
Seremban,Electricity,2020,10,25483.56
Seremban,Electricity,2020,11,24119.26
Seremban,Electricity,2020,12,28154.59
Seremban,Electricity,2021,1,25132.42
Seremban,Electricity,2021,2,27336.73
Seremban,Electricity,2021,3,30013.43
Seremban,Electricity,2021,4,27299.38
Seremban,Electricity,2021,5,24376.06
Seremban,Electricity,2021,6,24512.61
Seremban,Electricity,2021,7,27208.8
Seremban,Electricity,2021,8,26616.95
Seremban,Electricity,2021,9,24770.5
Seremban,Electricity,2021,10,24151.64
Seremban,Electricity,2021,11,25231.55
Seremban,Electricity,2021,12,27866.87
Seremban,Electricity,2022,1,23691.49
Seremban,Electricity,2022,2,27161.68
Seremban,Electricity,2022,3,27536.09
Seremban,Electricity,2022,4,24153.76
Seremban,Electricity,2022,5,26122.73
Seremban,Electricity,2022,6,28482.87
Seremban,Electricity,2022,7,26025.64
Seremban,Electricity,2022,8,25241.7
Seremban,Electricity,2022,9,29563.05
Seremban,Electricity,2022,10,26729.55
Seremban,Electricity,2022,11,25503.63
Seremban,Electricity,2022,12,28766.46
Seremban,Electricity,2023,1,21703.94
Seremban,Electricity,2023,2,23433.54
Seremban,Electricity,2023,3,28208.74
Seremban,Electricity,2023,4,23507.98
Seremban,Electricity,2023,5,24896.57
Seremban,Electricity,2023,6,27264.76
Seremban,Electricity,2023,7,25536.5
Seremban,Electricity,2023,8,23189.45
Seremban,Electricity,2023,9,29008.56
Seremban,Electricity,2023,10,25053.79
Seremban,Electricity,2023,11,25713.63
Seremban,Electricity,2023,12,26838.57
Seremban,Electricity,2024,1,24106.43
Seremban,Electricity,2024,2,24500.7
Seremban,Electricity,2024,3,30068.37
Seremban,Electricity,2024,4,25179.24
Seremban,Electricity,2024,5,24807.4
Seremban,Electricity,2024,6,28338.83
Seremban,Electricity,2024,7,23610.01
Seremban,Electricity,2024,8,24618.47
Seremban,Electricity,2024,9,27474.51
Seremban,Electricity,2024,10,25475.49
Seremban,Electricity,2024,11,24518.07
Seremban,Electricity,2024,12,30148.24
Seremban,Electricity,2025,1,24689.22
Seremban,Electricity,2025,2,23671.87
Seremban,Electricity,2025,3,26979.75
Seremban,Fuel,2020,1,17196.75
Seremban,Fuel,2020,2,17610.42
Seremban,Fuel,2020,3,19517.08
Seremban,Fuel,2020,4,20303.18
Seremban,Fuel,2020,5,19023.23
Seremban,Fuel,2020,6,20171.57
Seremban,Fuel,2020,7,17846.69
Seremban,Fuel,2020,8,17813.16
Seremban,Fuel,2020,9,19396.54
Seremban,Fuel,2020,10,19203.15
Seremban,Fuel,2020,11,18040.97
Seremban,Fuel,2020,12,20916.25
Seremban,Fuel,2021,1,18540.84
Seremban,Fuel,2021,2,19954.22
Seremban,Fuel,2021,3,19475.52
Seremban,Fuel,2021,4,17649.54
Seremban,Fuel,2021,5,18309.56
Seremban,Fuel,2021,6,20151.44
Seremban,Fuel,2021,7,18049.57
Seremban,Fuel,2021,8,18708.57
Seremban,Fuel,2021,9,19720.66
Seremban,Fuel,2021,10,18540.05
Seremban,Fuel,2021,11,18015.19
Seremban,Fuel,2021,12,20028.43
Seremban,Fuel,2022,1,16886.13
Seremban,Fuel,2022,2,17548.41
Seremban,Fuel,2022,3,19666.55
Seremban,Fuel,2022,4,18153.25
Seremban,Fuel,2022,5,16270.47
Seremban,Fuel,2022,6,20347.84
Seremban,Fuel,2022,7,17062.56
Seremban,Fuel,2022,8,17766.5
Seremban,Fuel,2022,9,20049.04
Seremban,Fuel,2022,10,18528.32
Seremban,Fuel,2022,11,19144.99
Seremban,Fuel,2022,12,19599.85
Seremban,Fuel,2023,1,17684.53
Seremban,Fuel,2023,2,16375.67
Seremban,Fuel,2023,3,19765.38
Seremban,Fuel,2023,4,17276.29
Seremban,Fuel,2023,5,16172.16
Seremban,Fuel,2023,6,20185.29
Seremban,Fuel,2023,7,18738.76
Seremban,Fuel,2023,8,17087.28
Seremban,Fuel,2023,9,20741.66
Seremban,Fuel,2023,10,18286.1
Seremban,Fuel,2023,11,17555.4
Seremban,Fuel,2023,12,19697.09
Seremban,Fuel,2024,1,16361.08
Seremban,Fuel,2024,2,18901.79
Seremban,Fuel,2024,3,17916.97
Seremban,Fuel,2024,4,18620.19
Seremban,Fuel,2024,5,18693.41
Seremban,Fuel,2024,6,20505.64
Seremban,Fuel,2024,7,18659.46
Seremban,Fuel,2024,8,18781.78
Seremban,Fuel,2024,9,19680.43
Seremban,Fuel,2024,10,18524.39
Seremban,Fuel,2024,11,17743.47
Seremban,Fuel,2024,12,19166.47
Seremban,Fuel,2025,1,18513.39
Seremban,Fuel,2025,2,17232.93
Seremban,Fuel,2025,3,19037.67
Kuantan,Water,2020,1,10439.53
Kuantan,Water,2020,2,10734.06
Kuantan,Water,2020,3,10814.23
Kuantan,Water,2020,4,10689.63
Kuantan,Water,2020,5,10868.81
Kuantan,Water,2020,6,10875.21
Kuantan,Water,2020,7,10761.57
Kuantan,Water,2020,8,11371.11
Kuantan,Water,2020,9,11363.86
Kuantan,Water,2020,10,10195.5
Kuantan,Water,2020,11,10585.4
Kuantan,Water,2020,12,11771.91
Kuantan,Water,2021,1,10761.95
Kuantan,Water,2021,2,11077.44
Kuantan,Water,2021,3,12083.98
Kuantan,Water,2021,4,10092.92
Kuantan,Water,2021,5,10882.55
Kuantan,Water,2021,6,10805.51
Kuantan,Water,2021,7,11053.69
Kuantan,Water,2021,8,10014.09
Kuantan,Water,2021,9,11334.3
Kuantan,Water,2021,10,9921.67
Kuantan,Water,2021,11,10528.14
Kuantan,Water,2021,12,11704.32
Kuantan,Water,2022,1,11390.26
Kuantan,Water,2022,2,10023.5
Kuantan,Water,2022,3,11739.43
Kuantan,Water,2022,4,9342.24
Kuantan,Water,2022,5,10261.58
Kuantan,Water,2022,6,12389.42
Kuantan,Water,2022,7,10087.74
Kuantan,Water,2022,8,10739.89
Kuantan,Water,2022,9,12178.69
Kuantan,Water,2022,10,10878.74
Kuantan,Water,2022,11,9873.0
Kuantan,Water,2022,12,11381.26
Kuantan,Water,2023,1,9739.22
Kuantan,Water,2023,2,10643.45
Kuantan,Water,2023,3,10793.54
Kuantan,Water,2023,4,10633.91
Kuantan,Water,2023,5,11330.5
Kuantan,Water,2023,6,12065.9
Kuantan,Water,2023,7,9729.74
Kuantan,Water,2023,8,10645.3
Kuantan,Water,2023,9,10986.28
Kuantan,Water,2023,10,10626.97
Kuantan,Water,2023,11,10805.46
Kuantan,Water,2023,12,11365.53
Kuantan,Water,2024,1,10827.08
Kuantan,Water,2024,2,10063.15
Kuantan,Water,2024,3,11059.39
Kuantan,Water,2024,4,9931.63
Kuantan,Water,2024,5,9511.49
Kuantan,Water,2024,6,11507.73
Kuantan,Water,2024,7,10291.65
Kuantan,Water,2024,8,10089.74
Kuantan,Water,2024,9,11370.67
Kuantan,Water,2024,10,11306.08
Kuantan,Water,2024,11,10161.42
Kuantan,Water,2024,12,11898.9
Kuantan,Water,2025,1,10060.03
Kuantan,Water,2025,2,10529.74
Kuantan,Water,2025,3,11824.59
Kuantan,Electricity,2020,1,25290.88
Kuantan,Electricity,2020,2,26435.21
Kuantan,Electricity,2020,3,28608.6
Kuantan,Electricity,2020,4,25466.44
Kuantan,Electricity,2020,5,26684.74
Kuantan,Electricity,2020,6,29554.85
Kuantan,Electricity,2020,7,24693.6
Kuantan,Electricity,2020,8,25361.34
Kuantan,Electricity,2020,9,30044.81
Kuantan,Electricity,2020,10,27743.26
Kuantan,Electricity,2020,11,24416.42
Kuantan,Electricity,2020,12,29775.92
Kuantan,Electricity,2021,1,25140.06
Kuantan,Electricity,2021,2,26718.36
Kuantan,Electricity,2021,3,31278.92
Kuantan,Electricity,2021,4,27086.44
Kuantan,Electricity,2021,5,29677.95
Kuantan,Electricity,2021,6,27723.3
Kuantan,Electricity,2021,7,24119.58
Kuantan,Electricity,2021,8,25827.64
Kuantan,Electricity,2021,9,29839.05
Kuantan,Electricity,2021,10,25696.91
Kuantan,Electricity,2021,11,26836.55
Kuantan,Electricity,2021,12,28333.66
Kuantan,Electricity,2022,1,26527.27
Kuantan,Electricity,2022,2,24550.07
Kuantan,Electricity,2022,3,31310.48
Kuantan,Electricity,2022,4,23699.73
Kuantan,Electricity,2022,5,25613.86
Kuantan,Electricity,2022,6,29394.6
Kuantan,Electricity,2022,7,27348.11
Kuantan,Electricity,2022,8,27470.03
Kuantan,Electricity,2022,9,28174.58
Kuantan,Electricity,2022,10,26762.0
Kuantan,Electricity,2022,11,27860.74
